fragrance_id,name,brand,top_notes,middle_notes,base_notes,main_accords,gender,concentration,rating_value,rating_count,longevity,sillage,year,category,source,embedding_text
486,Acqua Mirabile Odorosa di Firenze Spezierie Palazzo Vecchio / I Profumi di Firenze Eau de Parfum,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Freesia, Blackcurrant, Peach","Damask rose, Dog rose","Ambergris, Patchouli, Vanilla","Floral, Fruity, Sweet, Spicy, Fresh",,Eau de Parfum,6.4,9.0,,,,,parfumo,"Freesia, Blackcurrant, Peach | Damask rose, Dog rose | Ambergris, Patchouli, Vanilla | Accords: Floral, Fruity, Sweet, Spicy, Fresh | Eau de Parfum"
487,Acqua Mirabile Odorosa di Firenze Spezierie Palazzo Vecchio / I Profumi di Firenze Il Concentrato,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Freesia, Blackcurrant, Peach","Damask rose, Dog rose","Ambergris, Patchouli, Vanilla","Floral, Fruity, Spicy, Sweet, Creamy",,Il Concentrato,,,,,,,parfumo,"Freesia, Blackcurrant, Peach | Damask rose, Dog rose | Ambergris, Patchouli, Vanilla | Accords: Floral, Fruity, Spicy, Sweet, Creamy | Il Concentrato"
488,Acqua Musk,O Boticário,"Apple, Bergamot, Green leaves, Iris, Mint, Musk","Peony, Violet, Woods","Ambergris, Musk, Osmanthus, Vanilla, Woods",,,,,,,,,,parfumo,"Apple, Bergamot, Green leaves, Iris, Mint, Musk | Peony, Violet, Woods | Ambergris, Musk, Osmanthus, Vanilla, Woods"
489,Acqua Nobile Gelsomino,Acqua di Parma,"Bergamot, Lemon, Mandarin orange","Calabrian jasmine, Neroli, Petitgrain","Cedarwood, Musk","Fresh, Floral, Citrus, Green, Fruity",,,7.4,70.0,,,2013.0,,parfumo + rdemarqui,"Bergamot, Lemon, Mandarin orange | Calabrian jasmine, Neroli, Petitgrain | Cedarwood, Musk | Accords: Fresh, Floral, Citrus, Green, Fruity"
490,Acqua Nobile Iris,Acqua di Parma,"Mandarin orange, Lemon, Grapefruit","Neroli, Orange blossom, Iris pallida, Violet leaf","Musk, Vanilla","Floral, Fresh, Citrus, Powdery, Green",,,7.5,82.0,,,2013.0,,parfumo + rdemarqui,"Mandarin orange, Lemon, Grapefruit | Neroli, Orange blossom, Iris pallida, Violet leaf | Musk, Vanilla | Accords: Floral, Fresh, Citrus, Powdery, Green"
491,Acqua Nobile Magnolia,Acqua di Parma,"Bergamot, Citron, Mandarin orange, Neroli, Lemon","Magnolia, Jasmine, Freesia, Lily of the valley, Orange blossom","Vanilla, Musk","Floral, Fresh, Citrus, Sweet, Powdery",,,7.2,73.0,,,2013.0,,parfumo + rdemarqui,"Bergamot, Citron, Mandarin orange, Neroli, Lemon | Magnolia, Jasmine, Freesia, Lily of the valley, Orange blossom | Vanilla, Musk | Accords: Floral, Fresh, Citrus, Sweet, Powdery"
492,Acqua Nobile Nobile 1942 2008 Eau de Parfum,Nobile 1942,"Cardamom, Bergamot, Neroli, Sicilian mandarin orange","Geranium, Orange blossom, Myrrh","Labdanum, Sandalwood, Leather, Patchouli, Tonka bean","Fresh, Spicy, Citrus, Fruity, Green",,Eau de Parfum,6.8,47.0,,,2008.0,,parfumo,"Cardamom, Bergamot, Neroli, Sicilian mandarin orange | Geranium, Orange blossom, Myrrh | Labdanum, Sandalwood, Leather, Patchouli, Tonka bean | Accords: Fresh, Spicy, Citrus, Fruity, Green | Eau de Parfum"
493,Acqua Nobile Nobile 1942 Hair & Body Mist,Nobile 1942,"Cardamom, Bergamot, Neroli, Sicilian mandarin orange","Geranium, Orange blossom, Myrrh","Labdanum, Sandalwood, Leather, Patchouli, Tonka bean",,,Hair & Body Mist,,,,,,,parfumo,"Cardamom, Bergamot, Neroli, Sicilian mandarin orange | Geranium, Orange blossom, Myrrh | Labdanum, Sandalwood, Leather, Patchouli, Tonka bean | Hair & Body Mist"
494,Acqua Nobile Rosa,Acqua di Parma,"Italian bergamot, Italian mandarin orange, Blackcurrant","Damask rose, Italian Rosa centifolia, Cyclamen, Freesia, Black pepper","Musk, Ambergris","Floral, Fresh, Fruity, Citrus, Green",,,7.2,53.0,,,2015.0,,parfumo + rdemarqui,"Italian bergamot, Italian mandarin orange, Blackcurrant | Damask rose, Italian Rosa centifolia, Cyclamen, Freesia, Black pepper | Musk, Ambergris | Accords: Floral, Fresh, Fruity, Citrus, Green"
495,Acqua Notte,Régalien,"Bergamot, Marine notes, Neroli","Iris, Orange blossom, Ylang-ylang","Cedarwood, Oakmoss, Patchouli, Vetiver","Aquatic, Woody, Synthetic",,,,,,,,,parfumo,"Bergamot, Marine notes, Neroli | Iris, Orange blossom, Ylang-ylang | Cedarwood, Oakmoss, Patchouli, Vetiver | Accords: Aquatic, Woody, Synthetic"
496,Acqua Originale - Citrus Bigarade,Creed,"Paraguayan petigrain, Italian lemon","Paraguayan petigrain, Italian lemon, Italian mandarin orange, White pepper","Peppermint, Ginger, Haitian vetiver","Fresh, Citrus, Spicy, Green, Woody",,,7.7,13.0,,,2019.0,,parfumo,"Paraguayan petigrain, Italian lemon | Paraguayan petigrain, Italian lemon, Italian mandarin orange, White pepper | Peppermint, Ginger, Haitian vetiver | Accords: Fresh, Citrus, Spicy, Green, Woody"
497,Acqua Originale - Green Neroli,Creed,"Peppermint, Paraguayan petigrain, Red mandarin orange","Neroli, Tarragon, Brazilian orange, Italian orange","Mint, Rosemary, Caraway","Fresh, Green, Citrus, Spicy, Aquatic",,,7.0,25.0,,,2019.0,,parfumo,"Peppermint, Paraguayan petigrain, Red mandarin orange | Neroli, Tarragon, Brazilian orange, Italian orange | Mint, Rosemary, Caraway | Accords: Fresh, Green, Citrus, Spicy, Aquatic"
498,Acqua Originale - Iris Tubereuse,Creed,"Galbanum, Violet leaf, Orange","Tuberose, Lily, Lily of the valley","Musk, Vanilla, Orange blossom","Floral, Fresh, Green, Powdery, Citrus",,,6.7,69.0,,,2014.0,,parfumo,"Galbanum, Violet leaf, Orange | Tuberose, Lily, Lily of the valley | Musk, Vanilla, Orange blossom | Accords: Floral, Fresh, Green, Powdery, Citrus"
499,Acqua Originale - Zeste Mandarine,Creed,"Italian lemon tree, Italian orange, Petitgrain","Italian lemon, Italian mandarin orange","Paraguayan petigrain, Indian patchouli, Italian orange, Tunisian Orange","Citrus, Fresh, Fruity, Synthetic",,,7.2,19.0,,,2019.0,,parfumo,"Italian lemon tree, Italian orange, Petitgrain | Italian lemon, Italian mandarin orange | Paraguayan petigrain, Indian patchouli, Italian orange, Tunisian Orange | Accords: Citrus, Fresh, Fruity, Synthetic"
