Name,Formality,Season,Gender,Time_of_Day,Frequency,Longevity,Notes
Velvet Night No.1585,0.2,Summer,Male,Day,Often,Short,"Grapefruit, Lemon | Orchid, Iris | Musk, Sandalwood, Patchouli | Accords: Fruity, Floral, Powdery"
Golden Musk No.1586,0.36,Fall,Male,Night,Occasionally,Long,"Grapefruit, Pink Pepper | Iris, Orchid | Oud, Sandalwood, Incense | Accords: Aquatic, Floral, Fresh"
Phantom Spice No.1587,0.34,Winter,Any,Night,Often,Short,"Grapefruit, Apple | Orchid, Violet | Cedarwood, Musk, Patchouli | Accords: Gourmand, Fruity, Powdery"
Crystal Shadow No.1588,0.76,Spring,Any,Night,Occasionally,Short,"Pink Pepper, Bergamot | Violet, Cardamom | Vetiver, Incense, Oakmoss | Accords: Fruity, Citrus, Earthy"
Neon Soul No.1589,0.14,Winter,Any,Day,Often,Long,"Mandarin, Apple | Jasmine, Iris | Sandalwood, Leather, Patchouli | Accords: Earthy, Floral, Fresh"
Mystic Night No.1590,0.6,Summer,Any,Day,Occasionally,Short,"Mandarin, Lavender | Lily of the Valley, Geranium | Patchouli, Tonka Bean, Musk | Accords: Earthy, Woody, Fresh"
Velvet Petal No.1591,0.03,Fall,Male,Night,Occasionally,Long,"Bergamot, Pink Pepper | Jasmine, Iris | Sandalwood, Leather, Tonka Bean | Accords: Green, Powdery, Floral"
Desert Fire No.1592,0.69,Fall,Male,Night,Often,Long,"Blackcurrant, Mandarin | Rose, Clary Sage | Oakmoss, Vanilla, Leather | Accords: Aquatic, Earthy, Floral"
Mystic Orchid No.1593,0.44,Winter,Male,Night,Often,Short,"Pineapple, Peach | Freesia, Lily of the Valley | Leather, Musk, Tonka Bean | Accords: Fresh, Citrus, Aquatic"
Solar Shadow No.1594,0.1,Fall,Any,Night,Often,Long,"Lavender, Sea Salt | Nutmeg, Lily of the Valley | Leather, Oakmoss, Incense | Accords: Fruity, Gourmand, Aquatic"
Midnight Spice No.1595,0.87,Winter,Any,Night,Occasionally,Long,"Grapefruit, Sea Salt | Orchid, Nutmeg | Musk, Leather, Sandalwood | Accords: Green, Smoky, Aquatic"
Lunar Night No.1596,0.31,Winter,Any,Night,Occasionally,Short,"Apple, Blackcurrant | Freesia, Iris | Vetiver, Sandalwood, Patchouli | Accords: Earthy, Aquatic, Gourmand"
Phantom Breeze No.1597,0.78,Winter,Any,Day,Occasionally,Short,"Grapefruit, Blackcurrant | Geranium, Cardamom | Tonka Bean, Incense, Oud | Accords: Gourmand, Citrus, Smoky"
Astral Amber No.1598,0.63,Winter,Any,Night,Occasionally,Long,"Grapefruit, Apple | Orchid, Freesia | Leather, Patchouli, Tonka Bean | Accords: Spicy, Powdery, Earthy"
Velvet Water No.1599,0.07,Winter,Female,Day,Often,Short,"Pink Pepper, Pineapple | Nutmeg, Geranium | Musk, Patchouli, Tonka Bean | Accords: Earthy, Powdery, Smoky"
Desert Orchid No.1600,0.57,Winter,Male,Day,Often,Short,"Peach, Apple | Freesia, Geranium | Oud, Leather, Vanilla | Accords: Woody, Green, Fresh"
Velvet Orchid No.1601,0.12,Fall,Male,Night,Often,Long,"Sea Salt, Apple | Cardamom, Cinnamon | Musk, Vanilla, Oud | Accords: Floral, Fruity, Gourmand"
Golden Nectar No.1602,0.15,Winter,Any,Day,Occasionally,Long,"Pink Pepper, Mandarin | Geranium, Violet | Incense, Leather, Cedarwood | Accords: Fruity, Earthy, Citrus"
Secret Rose No.1603,0.64,Fall,Male,Night,Occasionally,Long,"Blackcurrant, Mint | Jasmine, Cardamom | Patchouli, Sandalwood, Oud | Accords: Fresh, Woody, Gourmand"
Wild Nectar No.1604,0.06,Fall,Male,Day,Often,Short,"Pink Pepper, Peach | Iris, Lily of the Valley | Tonka Bean, Oud, Incense | Accords: Smoky, Fresh, Gourmand"
Crystal Shadow No.1605,0.83,Fall,Any,Day,Often,Short,"Bergamot, Sea Salt | Rose, Orchid | Musk, Vanilla, Oud | Accords: Spicy, Earthy, Floral"
Ocean Orchid No.1606,0.47,Summer,Male,Night,Occasionally,Long,"Mandarin, Grapefruit | Cardamom, Freesia | Patchouli, Cedarwood, Incense | Accords: Powdery, Gourmand, Green"
Velvet Soul No.1607,0.71,Winter,Male,Night,Often,Long,"Grapefruit, Pink Pepper | Orchid, Lily of the Valley | Cedarwood, Incense, Vanilla | Accords: Citrus, Spicy, Green"
Mystic Petal No.1608,0.83,Summer,Any,Night,Often,Long,"Peach, Apple | Clary Sage, Violet | Oud, Cedarwood, Oakmoss | Accords: Woody, Earthy, Powdery"
Secret Orchid No.1609,0.63,Spring,Female,Night,Often,Short,"Mandarin, Lemon | Orchid, Violet | Musk, Vetiver, Leather | Accords: Woody, Smoky, Earthy"
Azure Storm No.1610,0.93,Summer,Male,Day,Often,Long,"Pineapple, Blackcurrant | Cardamom, Iris | Sandalwood, Leather, Incense | Accords: Smoky, Woody, Fresh"
Urban Oud No.1611,0.61,Summer,Female,Night,Often,Short,"Bergamot, Mint | Jasmine, Geranium | Incense, Sandalwood, Oud | Accords: Floral, Woody, Spicy"
Lunar Wood No.1612,0.8,Winter,Female,Night,Often,Short,"Pink Pepper, Mint | Lily of the Valley, Cardamom | Vanilla, Patchouli, Leather | Accords: Green, Powdery, Earthy"
Secret Shadow No.1613,0.58,Winter,Male,Day,Occasionally,Short,"Peach, Sea Salt | Violet, Orchid | Tonka Bean, Vetiver, Incense | Accords: Aquatic, Powdery, Floral"
Secret Petal No.1614,0.45,Spring,Female,Day,Often,Long,"Mandarin, Pink Pepper | Iris, Geranium | Patchouli, Musk, Vetiver | Accords: Earthy, Woody, Floral"
Crystal Night No.1615,0.51,Summer,Female,Night,Often,Long,"Mint, Mandarin | Geranium, Iris | Sandalwood, Oakmoss, Amber | Accords: Gourmand, Spicy, Woody"
Neon Orchid No.1616,0.47,Spring,Male,Night,Occasionally,Long,"Sea Salt, Grapefruit | Jasmine, Clary Sage | Vanilla, Incense, Oud | Accords: Fresh, Aquatic, Smoky"
Astral Water No.1617,0.9,Fall,Any,Day,Occasionally,Long,"Mandarin, Mint | Freesia, Nutmeg | Cedarwood, Sandalwood, Oakmoss | Accords: Powdery, Green, Aquatic"
Mystic Musk No.1618,0.4,Summer,Male,Night,Often,Short,"Blackcurrant, Lemon | Freesia, Geranium | Incense, Sandalwood, Tonka Bean | Accords: Citrus, Spicy, Fruity"
Wild Oud No.1619,0.05,Winter,Any,Day,Occasionally,Long,"Mint, Lemon | Cardamom, Freesia | Patchouli, Musk, Oud | Accords: Powdery, Floral, Green"
Solar Nectar No.1620,0.79,Summer,Female,Day,Occasionally,Long,"Pineapple, Blackcurrant | Geranium, Cinnamon | Musk, Sandalwood, Incense | Accords: Earthy, Woody, Fruity"
Wild Wood No.1621,0.53,Spring,Any,Night,Occasionally,Long,"Pink Pepper, Grapefruit | Freesia, Jasmine | Patchouli, Leather, Sandalwood | Accords: Smoky, Green, Woody"
Crimson Water No.1622,0.05,Winter,Male,Night,Occasionally,Short,"Mint, Pink Pepper | Violet, Nutmeg | Leather, Vetiver, Sandalwood | Accords: Gourmand, Spicy, Green"
Phantom Shadow No.1623,0.64,Winter,Any,Night,Occasionally,Short,"Pink Pepper, Mandarin | Iris, Cinnamon | Oakmoss, Amber, Tonka Bean | Accords: Aquatic, Fresh, Spicy"
Astral Musk No.1624,0.14,Fall,Female,Night,Occasionally,Long,"Apple, Bergamot | Rose, Nutmeg | Leather, Vetiver, Musk | Accords: Floral, Fresh, Spicy"
Ocean Soul No.1625,0.56,Summer,Male,Day,Occasionally,Short,"Grapefruit, Bergamot | Clary Sage, Iris | Amber, Vanilla, Incense | Accords: Smoky, Floral, Aquatic"
Astral Oud No.1626,0.04,Winter,Any,Day,Occasionally,Long,"Mandarin, Blackcurrant | Orchid, Jasmine | Musk, Patchouli, Cedarwood | Accords: Spicy, Green, Smoky"
Ocean Petal No.1627,0.41,Winter,Female,Night,Occasionally,Long,"Grapefruit, Pineapple | Iris, Geranium | Sandalwood, Vetiver, Vanilla | Accords: Gourmand, Earthy, Fresh"
Neon Oud No.1628,0.11,Winter,Any,Night,Occasionally,Long,"Peach, Grapefruit | Clary Sage, Violet | Amber, Vetiver, Vanilla | Accords: Fresh, Spicy, Woody"
Velvet Breeze No.1629,0.95,Winter,Female,Night,Occasionally,Short,"Grapefruit, Mandarin | Cinnamon, Nutmeg | Vetiver, Sandalwood, Oud | Accords: Woody, Earthy, Fruity"
Mystic Orchid No.1630,0.65,Winter,Male,Day,Occasionally,Long,"Mandarin, Lemon | Lily of the Valley, Jasmine | Amber, Patchouli, Oud | Accords: Woody, Floral, Citrus"
Wild Petal No.1631,0.67,Winter,Female,Day,Occasionally,Long,"Bergamot, Sea Salt | Cinnamon, Iris | Tonka Bean, Amber, Musk | Accords: Woody, Earthy, Floral"
Ocean Elixir No.1632,0.08,Summer,Female,Night,Often,Long,"Pink Pepper, Pineapple | Nutmeg, Jasmine | Incense, Amber, Tonka Bean | Accords: Aquatic, Green, Earthy"
Wild Amber No.1633,0.14,Winter,Any,Day,Occasionally,Short,"Mint, Mandarin | Iris, Nutmeg | Leather, Tonka Bean, Oud | Accords: Fresh, Powdery, Spicy"
Mystic Water No.1634,0.81,Summer,Male,Night,Occasionally,Short,"Apple, Bergamot | Orchid, Nutmeg | Cedarwood, Vetiver, Oakmoss | Accords: Smoky, Green, Earthy"
Astral Oud No.1635,0.32,Spring,Female,Day,Occasionally,Short,"Bergamot, Pineapple | Geranium, Rose | Leather, Tonka Bean, Cedarwood | Accords: Woody, Citrus, Aquatic"
Neon Orchid No.1636,0.66,Winter,Female,Night,Often,Long,"Apple, Pink Pepper | Nutmeg, Freesia | Leather, Oakmoss, Vetiver | Accords: Gourmand, Citrus, Green"
Crystal Night No.1637,0.17,Summer,Male,Night,Occasionally,Long,"Mandarin, Apple | Geranium, Rose | Oud, Vanilla, Oakmoss | Accords: Fresh, Green, Powdery"
Phantom Shadow No.1638,0.26,Fall,Male,Day,Often,Short,"Peach, Pink Pepper | Iris, Cinnamon | Vanilla, Vetiver, Oud | Accords: Fruity, Earthy, Powdery"
Solar Shadow No.1639,0.76,Summer,Male,Day,Often,Short,"Grapefruit, Apple | Clary Sage, Orchid | Musk, Leather, Oakmoss | Accords: Woody, Floral, Fruity"
Urban Petal No.1640,0.98,Spring,Male,Day,Occasionally,Short,"Apple, Lavender | Freesia, Violet | Oakmoss, Cedarwood, Vetiver | Accords: Powdery, Gourmand, Green"
Desert Nectar No.1641,0.6,Spring,Male,Day,Occasionally,Short,"Mint, Mandarin | Violet, Geranium | Oakmoss, Leather, Oud | Accords: Green, Aquatic, Woody"
Ocean Wood No.1642,0.8,Summer,Male,Night,Often,Short,"Mandarin, Pineapple | Jasmine, Rose | Oud, Incense, Vanilla | Accords: Citrus, Green, Fresh"
Midnight Rose No.1643,0.55,Fall,Any,Day,Occasionally,Short,"Pineapple, Grapefruit | Geranium, Cardamom | Oud, Amber, Patchouli | Accords: Floral, Citrus, Fruity"
Ocean Nectar No.1644,0.99,Summer,Male,Night,Occasionally,Short,"Mint, Lavender | Cardamom, Clary Sage | Oakmoss, Vanilla, Cedarwood | Accords: Citrus, Powdery, Earthy"
Royal Dream No.1645,0.75,Spring,Female,Day,Often,Long,"Bergamot, Pink Pepper | Violet, Clary Sage | Tonka Bean, Sandalwood, Musk | Accords: Fruity, Green, Earthy"
Azure Storm No.1646,0.58,Spring,Female,Night,Often,Short,"Mint, Mandarin | Geranium, Nutmeg | Oud, Vetiver, Amber | Accords: Powdery, Gourmand, Woody"
Wild Nectar No.1647,0.67,Fall,Male,Day,Often,Short,"Pink Pepper, Apple | Violet, Cinnamon | Incense, Vetiver, Patchouli | Accords: Smoky, Woody, Fruity"
Astral Orchid No.1648,0.8,Summer,Female,Night,Occasionally,Short,"Mint, Peach | Rose, Nutmeg | Oud, Vanilla, Vetiver | Accords: Floral, Fruity, Powdery"
Golden Water No.1649,0.09,Fall,Female,Day,Often,Short,"Sea Salt, Peach | Jasmine, Cinnamon | Tonka Bean, Sandalwood, Amber | Accords: Green, Woody, Spicy"
Neon Musk No.1650,0.11,Winter,Male,Night,Often,Short,"Mint, Sea Salt | Clary Sage, Freesia | Leather, Amber, Musk | Accords: Green, Gourmand, Powdery"
Solar Shadow No.1651,0.82,Summer,Any,Day,Occasionally,Short,"Mint, Sea Salt | Clary Sage, Orchid | Vanilla, Tonka Bean, Amber | Accords: Aquatic, Floral, Powdery"
Crimson Oud No.1652,0.43,Winter,Female,Night,Occasionally,Short,"Lemon, Sea Salt | Geranium, Cardamom | Musk, Patchouli, Sandalwood | Accords: Gourmand, Citrus, Powdery"
Ocean Wood No.1653,0.02,Fall,Male,Day,Occasionally,Short,"Mint, Sea Salt | Geranium, Nutmeg | Patchouli, Tonka Bean, Oud | Accords: Green, Floral, Powdery"
Azure Shadow No.1654,0.82,Spring,Any,Night,Occasionally,Long,"Lavender, Lemon | Violet, Nutmeg | Musk, Vanilla, Leather | Accords: Aquatic, Earthy, Fruity"
Velvet Soul No.1655,0.65,Summer,Any,Night,Often,Long,"Pink Pepper, Grapefruit | Violet, Clary Sage | Sandalwood, Leather, Oakmoss | Accords: Spicy, Earthy, Fresh"
Desert Elixir No.1656,0.45,Winter,Male,Day,Often,Short,"Peach, Mandarin | Rose, Nutmeg | Musk, Incense, Oud | Accords: Powdery, Earthy, Floral"
Wild Shadow No.1657,0.72,Spring,Any,Night,Often,Long,"Lemon, Blackcurrant | Jasmine, Geranium | Incense, Cedarwood, Patchouli | Accords: Fruity, Spicy, Green"
Golden Dream No.1658,0.36,Fall,Any,Night,Often,Short,"Pink Pepper, Lavender | Lily of the Valley, Orchid | Musk, Oud, Amber | Accords: Woody, Citrus, Fresh"
Urban Rose No.1659,0.57,Spring,Any,Night,Occasionally,Long,"Lavender, Grapefruit | Cinnamon, Cardamom | Incense, Patchouli, Oakmoss | Accords: Woody, Gourmand, Citrus"
Neon Petal No.1660,0.23,Winter,Male,Night,Occasionally,Long,"Sea Salt, Pink Pepper | Lily of the Valley, Violet | Vanilla, Patchouli, Sandalwood | Accords: Citrus, Green, Aquatic"
Crimson Soul No.1661,0.45,Fall,Female,Day,Often,Long,"Lemon, Sea Salt | Iris, Jasmine | Cedarwood, Amber, Vanilla | Accords: Fruity, Fresh, Citrus"
Neon Nectar No.1662,0.69,Fall,Male,Day,Often,Long,"Peach, Bergamot | Jasmine, Freesia | Musk, Tonka Bean, Vanilla | Accords: Aquatic, Fresh, Gourmand"
Crystal Water No.1663,0.25,Winter,Female,Day,Often,Short,"Lemon, Sea Salt | Clary Sage, Orchid | Sandalwood, Amber, Tonka Bean | Accords: Fresh, Smoky, Green"
Astral Shadow No.1664,0.85,Winter,Any,Day,Occasionally,Long,"Sea Salt, Lavender | Cardamom, Cinnamon | Vanilla, Tonka Bean, Cedarwood | Accords: Gourmand, Smoky, Aquatic"
Phantom Oud No.1665,0.11,Fall,Male,Night,Often,Short,"Grapefruit, Lemon | Iris, Jasmine | Oud, Vanilla, Musk | Accords: Gourmand, Smoky, Woody"
Phantom Fire No.1666,0.14,Winter,Female,Day,Occasionally,Short,"Blackcurrant, Mint | Orchid, Cinnamon | Patchouli, Sandalwood, Cedarwood | Accords: Gourmand, Fruity, Earthy"
Desert Rose No.1667,0.88,Fall,Male,Day,Often,Long,"Lavender, Mint | Violet, Nutmeg | Tonka Bean, Vetiver, Patchouli | Accords: Woody, Earthy, Spicy"
Urban Breeze No.1668,0.71,Winter,Any,Day,Often,Short,"Lemon, Lavender | Rose, Violet | Cedarwood, Musk, Tonka Bean | Accords: Fruity, Citrus, Earthy"
Ocean Wood No.1669,0.91,Winter,Male,Night,Occasionally,Long,"Mint, Grapefruit | Jasmine, Cardamom | Amber, Musk, Vetiver | Accords: Floral, Smoky, Spicy"
Solar Wood No.1670,0.8,Fall,Female,Night,Occasionally,Long,"Mandarin, Pineapple | Cinnamon, Lily of the Valley | Amber, Leather, Incense | Accords: Fruity, Gourmand, Smoky"
Azure Amber No.1671,0.06,Fall,Male,Day,Occasionally,Short,"Mint, Lavender | Nutmeg, Geranium | Sandalwood, Cedarwood, Vanilla | Accords: Gourmand, Citrus, Green"
Solar Spice No.1672,0.01,Summer,Female,Night,Occasionally,Long,"Pineapple, Apple | Cardamom, Iris | Oud, Tonka Bean, Vetiver | Accords: Green, Spicy, Gourmand"
Astral Petal No.1673,0.07,Spring,Female,Night,Occasionally,Short,"Blackcurrant, Sea Salt | Cardamom, Rose | Cedarwood, Vetiver, Oud | Accords: Floral, Smoky, Spicy"
Midnight Storm No.1674,0.09,Summer,Male,Night,Often,Short,"Lemon, Blackcurrant | Rose, Lily of the Valley | Oakmoss, Sandalwood, Patchouli | Accords: Fruity, Earthy, Green"
Solar Spice No.1675,0.77,Winter,Female,Day,Occasionally,Long,"Lavender, Bergamot | Orchid, Rose | Patchouli, Vetiver, Oakmoss | Accords: Floral, Powdery, Citrus"
Azure Soul No.1676,0.41,Winter,Any,Day,Often,Long,"Lemon, Lavender | Violet, Clary Sage | Oud, Oakmoss, Leather | Accords: Aquatic, Fresh, Floral"
Desert Rose No.1677,0.03,Fall,Any,Night,Occasionally,Long,"Peach, Apple | Clary Sage, Cardamom | Sandalwood, Musk, Vetiver | Accords: Fruity, Aquatic, Earthy"
Solar Nectar No.1678,0.36,Winter,Male,Night,Occasionally,Short,"Peach, Mint | Jasmine, Clary Sage | Incense, Oakmoss, Cedarwood | Accords: Floral, Green, Aquatic"
Solar Night No.1679,0.82,Winter,Male,Day,Occasionally,Short,"Lemon, Bergamot | Nutmeg, Cinnamon | Vanilla, Amber, Patchouli | Accords: Gourmand, Fresh, Citrus"
Lunar Wood No.1680,0.54,Winter,Female,Night,Occasionally,Long,"Blackcurrant, Peach | Cinnamon, Violet | Amber, Cedarwood, Leather | Accords: Citrus, Powdery, Woody"
Urban Storm No.1681,0.2,Winter,Any,Night,Occasionally,Long,"Pineapple, Blackcurrant | Iris, Geranium | Sandalwood, Cedarwood, Patchouli | Accords: Smoky, Citrus, Spicy"
Velvet Soul No.1682,0.02,Summer,Female,Night,Occasionally,Long,"Mint, Apple | Geranium, Orchid | Musk, Cedarwood, Tonka Bean | Accords: Woody, Green, Smoky"
Neon Breeze No.1683,0.24,Summer,Any,Night,Occasionally,Long,"Lemon, Mandarin | Cinnamon, Rose | Vetiver, Leather, Oud | Accords: Powdery, Woody, Fruity"
Wild Rose No.1684,0.32,Winter,Female,Night,Occasionally,Short,"Blackcurrant, Lavender | Lily of the Valley, Cardamom | Musk, Amber, Oud | Accords: Citrus, Gourmand, Woody"
Neon Soul No.1685,0.8,Fall,Male,Night,Occasionally,Short,"Blackcurrant, Apple | Violet, Geranium | Tonka Bean, Cedarwood, Vetiver | Accords: Woody, Spicy, Floral"
Neon Oud No.1686,0.45,Fall,Male,Night,Occasionally,Short,"Bergamot, Lemon | Iris, Lily of the Valley | Cedarwood, Patchouli, Oud | Accords: Gourmand, Aquatic, Spicy"
Neon Elixir No.1687,0.5,Spring,Male,Night,Occasionally,Long,"Apple, Peach | Rose, Lily of the Valley | Amber, Patchouli, Musk | Accords: Aquatic, Citrus, Fruity"
Azure Spice No.1688,0.87,Spring,Male,Day,Often,Short,"Lemon, Apple | Clary Sage, Lily of the Valley | Patchouli, Vetiver, Oakmoss | Accords: Fresh, Aquatic, Fruity"
Mystic Elixir No.1689,0.0,Summer,Any,Night,Often,Short,"Peach, Pineapple | Lily of the Valley, Rose | Patchouli, Incense, Cedarwood | Accords: Citrus, Earthy, Fresh"
Velvet Amber No.1690,0.44,Spring,Male,Night,Often,Long,"Mandarin, Mint | Clary Sage, Freesia | Patchouli, Amber, Sandalwood | Accords: Aquatic, Fruity, Floral"
Urban Water No.1691,0.09,Winter,Male,Day,Often,Long,"Grapefruit, Lemon | Violet, Cinnamon | Oud, Leather, Vanilla | Accords: Aquatic, Earthy, Smoky"
Secret Night No.1692,0.21,Summer,Any,Night,Occasionally,Long,"Peach, Bergamot | Nutmeg, Orchid | Musk, Tonka Bean, Cedarwood | Accords: Earthy, Green, Woody"
Velvet Spice No.1693,0.07,Fall,Male,Day,Occasionally,Short,"Grapefruit, Mandarin | Cardamom, Freesia | Cedarwood, Patchouli, Tonka Bean | Accords: Earthy, Spicy, Fresh"
Secret Spice No.1694,0.03,Winter,Male,Night,Often,Long,"Pink Pepper, Pineapple | Freesia, Rose | Oud, Leather, Oakmoss | Accords: Spicy, Gourmand, Smoky"
Golden Amber No.1695,0.29,Summer,Any,Day,Often,Short,"Mandarin, Lemon | Freesia, Jasmine | Tonka Bean, Patchouli, Sandalwood | Accords: Aquatic, Fruity, Gourmand"
Crystal Orchid No.1696,0.54,Winter,Male,Day,Often,Short,"Lemon, Apple | Jasmine, Geranium | Patchouli, Cedarwood, Oud | Accords: Citrus, Earthy, Fruity"
Lunar Oud No.1697,0.59,Spring,Male,Day,Occasionally,Long,"Blackcurrant, Mandarin | Cinnamon, Rose | Leather, Incense, Oakmoss | Accords: Floral, Spicy, Green"
Mystic Elixir No.1698,0.51,Spring,Any,Day,Occasionally,Short,"Peach, Sea Salt | Freesia, Rose | Amber, Patchouli, Tonka Bean | Accords: Green, Earthy, Gourmand"
Crystal Nectar No.1699,0.87,Spring,Any,Night,Occasionally,Long,"Lemon, Pink Pepper | Cardamom, Clary Sage | Patchouli, Incense, Sandalwood | Accords: Citrus, Powdery, Floral"
Midnight Dream No.1700,0.54,Fall,Male,Night,Often,Long,"Pink Pepper, Pineapple | Nutmeg, Clary Sage | Amber, Patchouli, Cedarwood | Accords: Floral, Fruity, Powdery"
Desert Shadow No.1701,0.99,Summer,Any,Night,Often,Short,"Blackcurrant, Pink Pepper | Clary Sage, Geranium | Leather, Tonka Bean, Vetiver | Accords: Smoky, Powdery, Fruity"
Wild Shadow No.1702,0.99,Summer,Male,Night,Often,Long,"Pineapple, Mint | Rose, Cinnamon | Tonka Bean, Incense, Patchouli | Accords: Floral, Fruity, Citrus"
Velvet Night No.1703,0.67,Fall,Female,Night,Occasionally,Short,"Sea Salt, Lavender | Orchid, Jasmine | Patchouli, Cedarwood, Oakmoss | Accords: Gourmand, Earthy, Fruity"
Ocean Petal No.1704,0.53,Summer,Any,Day,Occasionally,Short,"Lemon, Grapefruit | Cinnamon, Jasmine | Oud, Vanilla, Vetiver | Accords: Powdery, Spicy, Earthy"
Urban Elixir No.1705,0.15,Fall,Female,Night,Often,Short,"Grapefruit, Lemon | Clary Sage, Jasmine | Vanilla, Cedarwood, Oud | Accords: Floral, Green, Fruity"
Crimson Amber No.1706,0.5,Summer,Any,Night,Often,Long,"Sea Salt, Mandarin | Cinnamon, Clary Sage | Oud, Incense, Sandalwood | Accords: Aquatic, Green, Smoky"
Golden Nectar No.1707,0.12,Summer,Male,Day,Occasionally,Long,"Peach, Lemon | Freesia, Orchid | Leather, Patchouli, Incense | Accords: Gourmand, Aquatic, Woody"
Urban Water No.1708,0.82,Spring,Any,Day,Occasionally,Long,"Sea Salt, Peach | Cardamom, Geranium | Musk, Vetiver, Cedarwood | Accords: Fruity, Fresh, Spicy"
Crystal Dream No.1709,0.1,Spring,Female,Night,Occasionally,Short,"Lavender, Mint | Cinnamon, Jasmine | Leather, Musk, Amber | Accords: Earthy, Woody, Floral"
Crystal Spice No.1710,0.35,Summer,Female,Night,Occasionally,Short,"Lavender, Mandarin | Nutmeg, Cinnamon | Tonka Bean, Amber, Cedarwood | Accords: Spicy, Smoky, Woody"
Royal Oud No.1711,0.03,Winter,Male,Night,Often,Long,"Lemon, Peach | Clary Sage, Violet | Musk, Amber, Sandalwood | Accords: Woody, Spicy, Fresh"
Solar Fire No.1712,0.23,Summer,Any,Day,Often,Short,"Bergamot, Mandarin | Violet, Iris | Incense, Patchouli, Musk | Accords: Powdery, Aquatic, Fresh"
Neon Musk No.1713,0.71,Spring,Any,Night,Often,Long,"Grapefruit, Lemon | Rose, Freesia | Patchouli, Tonka Bean, Incense | Accords: Powdery, Gourmand, Spicy"
Solar Breeze No.1714,0.46,Fall,Female,Night,Occasionally,Short,"Pineapple, Mandarin | Nutmeg, Iris | Sandalwood, Patchouli, Cedarwood | Accords: Gourmand, Smoky, Aquatic"
Astral Wood No.1715,0.87,Summer,Female,Day,Occasionally,Short,"Lavender, Sea Salt | Cardamom, Cinnamon | Patchouli, Incense, Vanilla | Accords: Citrus, Aquatic, Green"
Urban Fire No.1716,0.79,Summer,Female,Night,Often,Long,"Bergamot, Lemon | Orchid, Freesia | Leather, Oud, Cedarwood | Accords: Gourmand, Floral, Spicy"
